GENEID	X97	X98	X99	X100	X102	X103	X104	X105	X106	X107	X109	X110	X111	X112	X113	X116	X117	X118	X120	X121	X122	X123	X124	X125	X126	X127	X128	X129	X131	X132	X134	X136	X137	X138	X139	X140	X141	X142	X143	X144	X147	X148	X149	X152	X153	X155	X158	X159	X160	X162	X163	X166	X168	X169	X170	X171	X172	X175	X176	X177	X178	X179	X180	X182	X184	X185	X186	X188	X190	X192
Acp5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00012209018435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.00305424361532	0	2.00048844025395	0	0	0	0	0	0	0	1.00012209018435	0
Acta2	0	0	0	0	0	0	0	0	0	0	0	0	1.00012209018435	0	0	1.00012209018435	0	0	2.00048844025395	6.00439882750478	0	0	0	0	0	3.00109916954915	0	1.00012209018435	0	0	0	0	0	0	0	2.00048844025395	2.00048844025395	0	0	0	0	0	0	0	0	3.00109916954915	0	0	0	9.00990220315199	0	0	0	0	0	0	4.00195439749781	2.00048844025395	1.00012209018435	0	5.00305424361532	1.00012209018435	1.00012209018435	1.00012209018435	0	0	2.00048844025395	0	3.00109916954915	3.00109916954915
Actb	40.1965934523377	22.0592944438992	7.00598826885697	1.00012209018435	24.0705883708827	0	27.0893822675098	5.00305424361532	1.00012209018435	1.00012209018435	31.1179048445245	39.186855988824	10.0122269359159	5.00305424361532	17.0353762377124	29.1031482864402	20.048987655079	23.0648179545339	0	29.1031482864402	16.0313316193744	73.6583465760993	22.0592944438992	57.4003247346927	1.00012209018435	67.5540235386734	13.0206736374495	38.1773673823587	0	4.00195439749781	2.00048844025395	30.1104026871881	34.1418990756402	53.3458824338344	0	16.0313316193744	9.00990220315199	27.0893822675098	1.00012209018435	5.00305424361532	21.0540177177831	4.00195439749781	6.00439882750478	33.1336529167031	9.00990220315199	22.0592944438992	25.0766058142306	12.0176125328898	2.00048844025395	44.2380343327527	6.00439882750478	24.0705883708827	6.00439882750478	23.0648179545339	40.1965934523377	17.0353762377124	30.1104026871881	11.0147970057849	33.1336529167031	11.0147970057849	34.1418990756402	7.00598826885697	28.0961415204583	23.0648179545339	0	8.00782268745052	7.00598826885697	10.0122269359159	41.2065798956254	25.0766058142306
Actg1	10.0122269359159	3.00109916954915	2.00048844025395	0	6.00439882750478	0	15.0275330602518	2.00048844025395	1.00012209018435	1.00012209018435	5.00305424361532	6.00439882750478	3.00109916954915	0	3.00109916954915	3.00109916954915	6.00439882750478	3.00109916954915	0	1.00012209018435	1.00012209018435	32.1256548803621	1.00012209018435	9.00990220315199	2.00048844025395	8.00782268745052	8.00782268745052	8.00782268745052	0	1.00012209018435	0	5.00305424361532	6.00439882750478	13.0206736374495	0	5.00305424361532	2.00048844025395	1.00012209018435	0	5.00305424361532	3.00109916954915	0	1.00012209018435	8.00782268745052	2.00048844025395	5.00305424361532	2.00048844025395	2.00048844025395	1.00012209018435	7.00598826885697	0	3.00109916954915	1.00012209018435	5.00305424361532	8.00782268745052	3.00109916954915	4.00195439749781	9.00990220315199	6.00439882750478	4.00195439749781	2.00048844025395	1.00012209018435	9.00990220315199	7.00598826885697	0	1.00012209018435	3.00109916954915	1.00012209018435	1.00012209018435	5.00305424361532
Actn1	2.00048844025395	2.00048844025395	0	0	0	0	0	1.00012209018435	0	1.00012209018435	2.00048844025395	0	0	2.00048844025395	0	0	0	0	0	3.00109916954915	0	0	0	1.00012209018435	0	2.00048844025395	0	5.00305424361532	0	0	0	1.00012209018435	0	0	0	2.00048844025395	1.00012209018435	0	0	2.00048844025395	0	1.00012209018435	0	0	1.00012209018435	1.00012209018435	0	0	0	1.00012209018435	0	3.00109916954915	0	0	7.00598826885697	0	2.00048844025395	0	0	1.00012209018435	2.00048844025395	1.00012209018435	1.00012209018435	0	0	0	1.00012209018435	0	6.00439882750478	2.00048844025395
Actn4	1.00012209018435	0	1.00012209018435	0	0	0	0	0	0	0	1.00012209018435	2.00048844025395	0	0	0	1.00012209018435	0	5.00305424361532	0	3.00109916954915	0	4.00195439749781	3.00109916954915	0	0	0	0	2.00048844025395	0	0	0	0	0	0	0	0	0	0	1.00012209018435	2.00048844025395	0	0	0	1.00012209018435	2.00048844025395	2.00048844025395	1.00012209018435	0	0	2.00048844025395	0	0	0	0	1.00012209018435	0	0	1.00012209018435	2.00048844025395	1.00012209018435	1.00012209018435	1.00012209018435	5.00305424361532	1.00012209018435	0	1.00012209018435	0	2.00048844025395	3.00109916954915	0
Acvr1	0	1.00012209018435	0	0	0	0	0	1.00012209018435	0	0	3.00109916954915	0	0	0	0	0	0	0	0	5.00305424361532	0	1.00012209018435	0	0	1.00012209018435	1.00012209018435	0	0	0	1.00012209018435	0	0	0	0	0	2.00048844025395	1.00012209018435	0	0	0	0	0	0	2.00048844025395	0	0	0	0	0	0	0	0	1.00012209018435	0	1.00012209018435	0	1.00012209018435	0	0	0	0	0	1.00012209018435	0	0	1.00012209018435	1.00012209018435	0	0	2.00048844025395
Adamts1	0	7.00598826885697	0	1.00012209018435	0	0	0	0	0	1.00012209018435	0	0	9.00990220315199	4.00195439749781	0	20.048987655079	0	4.00195439749781	0	0	0	1.00012209018435	2.00048844025395	0	1.00012209018435	3.00109916954915	0	0	0	18.0396670359275	0	1.00012209018435	0	0	0	0	0	0	0	0	0	0	0	0	11.0147970057849	1.00012209018435	0	0	0	0	16.0313316193744	1.00012209018435	8.00782268745052	0	5.00305424361532	0	0	2.00048844025395	0	14.0239804397716	0	0	5.00305424361532	18.0396670359275	0	17.0353762377124	1.00012209018435	0	2.00048844025395	1.00012209018435
Adamts10	1.00012209018435	1.00012209018435	0	0	0	0	0	0	0	2.00048844025395	0	0	0	1.00012209018435	0	0	0	1.00012209018435	0	2.00048844025395	0	0	1.00012209018435	0	0	0	0	2.00048844025395	0	0	0	1.00012209018435	0	0	0	2.00048844025395	2.00048844025395	1.00012209018435	0	1.00012209018435	0	0	0	0	1.00012209018435	0	0	0	2.00048844025395	1.00012209018435	0	0	0	1.00012209018435	0	0	1.00012209018435	1.00012209018435	0	0	0	0	6.00439882750478	2.00048844025395	0	2.00048844025395	0	0	4.00195439749781	1.00012209018435
Adamts4	0	0	0	0	0	0	1.00012209018435	0	0	0	0	0	0	0	0	0	0	3.00109916954915	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00012209018435	0	0	0	0	0	0	7.00598826885697	0	0	1.00012209018435	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Adamts5	0	0	0	1.00012209018435	0	0	0	1.00012209018435	0	0	0	0	0	0	0	0	0	0	0	1.00012209018435	0	0	3.00109916954915	0	0	0	0	1.00012209018435	0	2.00048844025395	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.00048844025395	0	0	0	0	0	2.00048844025395	0	0	0	0	1.00012209018435	0	2.00048844025395	0	0	3.00109916954915	0	2.00048844025395	8.00782268745052	0	0	0	0	0	1.00012209018435
Adgrf5	0	0	0	0	0	0	5.00305424361532	2.00048844025395	0	0	4.00195439749781	0	0	0	0	0	0	3.00109916954915	0	1.00012209018435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Adgrl1	1.00012209018435	0	2.00048844025395	0	0	0	0	1.00012209018435	0	0	0	0	1.00012209018435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.00048844025395	0	1.00012209018435	0	0	0	0	0	0	0	0	0	1.00012209018435	0	0	0	0	0	1.00012209018435	0	0	2.00048844025395	1.00012209018435	0	5.00305424361532	0	0	1.00012209018435	0	0	0	0	1.00012209018435	0	0	1.00012209018435	2.00048844025395	0	0	0	0	1.00012209018435	2.00048844025395
Adh1	0	0	0	0	0	0	0	1.00012209018435	0	0	0	0	0	2.00048844025395	0	9.00990220315199	0	0	0	1.00012209018435	0	0	1.00012209018435	0	0	3.00109916954915	0	0	0	0	0	0	0	0	0	0	3.00109916954915	0	0	0	0	0	0	0	2.00048844025395	0	0	0	0	0	3.00109916954915	3.00109916954915	0	0	4.00195439749781	8.00782268745052	0	1.00012209018435	0	0	0	0	1.00012209018435	4.00195439749781	0	3.00109916954915	0	0	0	0
Adra2a	0	1.00012209018435	1.00012209018435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.00048844025395	0	0	4.00195439749781	0	0	0	0	0	1.00012209018435	0	0	0	1.00012209018435	0	0	0	0	0	0	0	0	0	0	0	0	0	7.00598826885697	0	0	2.00048844025395	0	0	1.00012209018435	1.00012209018435	2.00048844025395	0	0	0	0	1.00012209018435	0	0	0	0	0	5.00305424361532	0
Adss	1.00012209018435	0	1.00012209018435	0	0	0	0	0	0	0	1.00012209018435	0	0	0	0	0	2.00048844025395	0	0	1.00012209018435	1.00012209018435	1.00012209018435	0	0	0	0	6.00439882750478	1.00012209018435	0	0	0	0	0	0	0	0	0	0	0	1.00012209018435	0	0	0	3.00109916954915	0	0	0	0	1.00012209018435	0	0	0	0	1.00012209018435	0	2.00048844025395	0	0	1.00012209018435	0	2.00048844025395	0	1.00012209018435	0	0	0	0	0	0	0
Aebp1	0	0	1.00012209018435	0	0	0	0	0	0	0	0	0	2.00048844025395	1.00012209018435	0	1.00012209018435	0	0	0	1.00012209018435	0	0	2.00048844025395	0	0	0	0	2.00048844025395	0	2.00048844025395	0	5.00305424361532	0	0	0	0	0	0	0	0	0	0	0	0	2.00048844025395	0	0	0	0	0	2.00048844025395	1.00012209018435	0	0	1.00012209018435	0	2.00048844025395	0	0	1.00012209018435	0	0	0	2.00048844025395	0	4.00195439749781	0	0	0	0
Afap1	0	2.00048844025395	0	0	0	0	1.00012209018435	0	0	0	0	0	1.00012209018435	1.00012209018435	0	1.00012209018435	0	1.00012209018435	0	2.00048844025395	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00012209018435	0	0	0	0	0	2.00048844025395	0	0	1.00012209018435	0	0	1.00012209018435	0	0	0	0	5.00305424361532	0	1.00012209018435	0	0	0	0	0	2.00048844025395	1.00012209018435
Ago2	0	1.00012209018435	0	0	0	0	1.00012209018435	0	0	0	2.00048844025395	2.00048844025395	0	2.00048844025395	0	1.00012209018435	0	0	0	1.00012209018435	0	1.00012209018435	6.00439882750478	1.00012209018435	0	1.00012209018435	1.00012209018435	1.00012209018435	0	0	0	0	0	1.00012209018435	0	0	3.00109916954915	0	0	0	0	0	0	1.00012209018435	0	0	1.00012209018435	0	0	0	0	1.00012209018435	1.00012209018435	0	0	3.00109916954915	1.00012209018435	0	2.00048844025395	1.00012209018435	0	0	1.00012209018435	2.00048844025395	0	1.00012209018435	0	1.00012209018435	1.00012209018435	2.00048844025395
Agtr2	0	0	0	0	0	0	0	0	0	0	0	0	3.00109916954915	0	0	8.00782268745052	0	0	0	0	0	0	0	0	0	0	0	0	0	3.00109916954915	0	6.00439882750478	0	0	0	0	3.00109916954915	0	0	0	0	0	0	0	0	0	0	0	1.00012209018435	0	2.00048844025395	0	0	0	0	2.00048844025395	0	4.00195439749781	0	0	0	0	0	0	0	1.00012209018435	0	0	0	0
Ahnak	2.00048844025395	9.00990220315199	2.00048844025395	0	0	1.00012209018435	0	1.00012209018435	1.00012209018435	2.00048844025395	17.0353762377124	0	2.00048844025395	15.0275330602518	3.00109916954915	5.00305424361532	0	3.00109916954915	0	1.00012209018435	0	3.00109916954915	6.00439882750478	0	0	1.00012209018435	0	3.00109916954915	0	0	0	15.0275330602518	0	0	0	5.00305424361532	9.00990220315199	1.00012209018435	0	6.00439882750478	0	0	0	1.00012209018435	1.00012209018435	7.00598826885697	0	0	1.00012209018435	2.00048844025395	3.00109916954915	6.00439882750478	3.00109916954915	0	11.0147970057849	7.00598826885697	9.00990220315199	5.00305424361532	0	12.0176125328898	2.00048844025395	0	6.00439882750478	4.00195439749781	0	2.00048844025395	1.00012209018435	0	4.00195439749781	5.00305424361532
Akap11	1.00012209018435	3.00109916954915	0	0	0	0	2.00048844025395	0	0	0	0	0	2.00048844025395	2.00048844025395	0	0	0	2.00048844025395	0	8.00782268745052	0	0	1.00012209018435	2.00048844025395	0	0	0	1.00012209018435	0	0	0	1.00012209018435	1.00012209018435	0	0	0	2.00048844025395	0	0	1.00012209018435	0	0	0	0	1.00012209018435	0	0	0	0	0	0	0	0	0	0	0	0	1.00012209018435	1.00012209018435	1.00012209018435	0	0	1.00012209018435	0	0	1.00012209018435	0	0	1.00012209018435	1.00012209018435
Akap13	0	0	0	1.00012209018435	0	0	2.00048844025395	0	0	0	0	2.00048844025395	1.00012209018435	1.00012209018435	0	1.00012209018435	1.00012209018435	3.00109916954915	1.00012209018435	0	0	0	0	1.00012209018435	0	0	2.00048844025395	1.00012209018435	0	0	2.00048844025395	0	5.00305424361532	1.00012209018435	0	1.00012209018435	0	0	1.00012209018435	0	0	0	0	0	0	0	1.00012209018435	0	0	4.00195439749781	0	0	3.00109916954915	0	1.00012209018435	0	0	0	0	0	1.00012209018435	0	2.00048844025395	0	0	0	0	1.00012209018435	4.00195439749781	0
Akap2	1.00012209018435	4.00195439749781	0	0	0	0	1.00012209018435	1.00012209018435	0	0	2.00048844025395	0	1.00012209018435	0	1.00012209018435	0	0	1.00012209018435	0	0	0	1.00012209018435	1.00012209018435	0	0	2.00048844025395	0	2.00048844025395	0	2.00048844025395	0	0	0	0	0	3.00109916954915	0	0	0	4.00195439749781	0	0	0	1.00012209018435	2.00048844025395	1.00012209018435	0	0	0	3.00109916954915	1.00012209018435	8.00782268745052	0	0	0	0	3.00109916954915	1.00012209018435	0	2.00048844025395	1.00012209018435	1.00012209018435	0	0	0	1.00012209018435	0	0	2.00048844025395	4.00195439749781
Akap9	0	1.00012209018435	1.00012209018435	0	4.00195439749781	0	0	0	0	0	2.00048844025395	7.00598826885697	0	1.00012209018435	2.00048844025395	0	0	2.00048844025395	0	1.00012209018435	0	0	0	1.00012209018435	0	0	2.00048844025395	1.00012209018435	0	0	0	2.00048844025395	1.00012209018435	0	0	0	2.00048844025395	0	0	0	0	0	0	1.00012209018435	0	0	2.00048844025395	0	2.00048844025395	1.00012209018435	1.00012209018435	2.00048844025395	0	0	0	0	0	2.00048844025395	0	0	2.00048844025395	0	0	0	0	1.00012209018435	0	0	2.00048844025395	1.00012209018435
Akr1a1	3.00109916954915	0	0	0	2.00048844025395	0	0	0	0	0	4.00195439749781	0	0	0	3.00109916954915	2.00048844025395	1.00012209018435	1.00012209018435	0	0	0	6.00439882750478	2.00048844025395	1.00012209018435	0	3.00109916954915	0	1.00012209018435	0	0	0	1.00012209018435	2.00048844025395	0	1.00012209018435	1.00012209018435	1.00012209018435	0	0	1.00012209018435	0	0	0	0	0	0	0	0	0	1.00012209018435	2.00048844025395	3.00109916954915	0	0	1.00012209018435	1.00012209018435	1.00012209018435	0	0	1.00012209018435	2.00048844025395	0	1.00012209018435	2.00048844025395	1.00012209018435	1.00012209018435	1.00012209018435	0	2.00048844025395	0
Amotl2	0	1.00012209018435	0	0	0	0	0	0	0	0	0	0	1.00012209018435	1.00012209018435	0	0	0	0	0	3.00109916954915	0	0	2.00048844025395	0	0	0	0	0	0	0	0	1.00012209018435	0	0	0	0	1.00012209018435	0	0	1.00012209018435	0	0	0	0	0	1.00012209018435	0	0	0	2.00048844025395	0	0	0	0	5.00305424361532	1.00012209018435	1.00012209018435	0	0	3.00109916954915	1.00012209018435	2.00048844025395	1.00012209018435	0	0	3.00109916954915	0	0	1.00012209018435	1.00012209018435
Ank1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00012209018435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.00305424361532	0	0	0	0	0	0	0	0	2.00048844025395	0	0
